rank,seed,area,water scale,water coverage,elevation type,farthest_tile_dist,hit_border
484,3936308305,1541490.0000,1,1,2.0,1781.3,0
485,2048782236,1541220.0000,1,1,2.0,1256.0,0
486,4119073700,1540030.0000,1,1,2.0,1445.3,0
487,4190713203,1534700.0000,1,1,2.0,1526.6,0
488,2695756262,1534640.0000,1,1,2.0,1530.5,0
489,759631827,1534370.0000,1,1,2.0,1832.7,0
490,1768522966,1533710.0000,1,1,2.0,1410.5,0
491,1515886367,1533650.0000,1,1,2.0,1254.7,0
492,1300753059,1532610.0000,1,1,2.0,1338.3,0
493,3786050813,1530900.0000,1,1,2.0,1158.5,0
494,2367499933,1529790.0000,1,1,2.0,1279.6,0
495,3934353210,1526140.0000,1,1,2.0,1384.1,0
496,3987509003,1526030.0000,1,1,2.0,1222.5,0
497,1060672729,1524720.0000,1,1,2.0,1346.6,0
498,3010280621,1524460.0000,1,1,2.0,1357.5,0
499,3563818361,1524050.0000,1,1,2.0,1271.2,0
500,4274062379,1523620.0000,1,1,2.0,1806.8,0
501,143128686,1522930.0000,1,1,2.0,1604.7,0
502,3366974195,1522610.0000,1,1,2.0,1176.9,0
503,1445158237,1521100.0000,1,1,2.0,1374.3,0
504,3489741753,1521090.0000,1,1,2.0,1488.8,0
505,1010787984,1516300.0000,1,1,2.0,1224.4,0
506,3606536206,1515780.0000,1,1,2.0,1348.5,0
507,645168685,1514270.0000,1,1,2.0,1681.4,0
508,2550644020,1512620.0000,1,1,2.0,1664.3,0
509,2710092672,1511570.0000,1,1,2.0,1316.3,0
510,537482042,1511260.0000,1,1,2.0,1236.7,0
511,1382430518,1510940.0000,1,1,2.0,1656.7,0
512,1299245866,1510850.0000,1,1,2.0,1336.7,0
513,1641594569,1509790.0000,1,1,2.0,1448.9,0
514,847639885,1504960.0000,1,1,2.0,1249.0,0
515,399347361,1502560.0000,1,1,2.0,1567.1,0
516,2544737564,1501620.0000,1,1,2.0,1382.5,0
517,625432167,1501460.0000,1,1,2.0,1292.2,0
518,587489541,1500270.0000,1,1,2.0,1460.6,0
519,942890880,1500210.0000,1,1,2.0,1340.2,0
520,3697852122,1499340.0000,1,1,2.0,1401.1,0
521,1562687557,1498530.0000,1,1,2.0,1207.4,0
522,2821725359,1495500.0000,1,1,2.0,1278.1,0
523,3932532484,1493490.0000,1,1,2.0,1495.3,0
524,1411174061,1493420.0000,1,1,2.0,1435.7,0
525,2108315900,1492930.0000,1,1,2.0,1695.0,0
526,2679562491,1490460.0000,1,1,2.0,1519.0,0
527,3096345846,1490370.0000,1,1,2.0,1922.8,0
528,3099793330,1490020.0000,1,1,2.0,1401.2,0
529,98569916,1489040.0000,1,1,2.0,1362.6,0
530,464997521,1488270.0000,1,1,2.0,1733.1,0
531,1517823585,1488260.0000,1,1,2.0,1592.8,0
532,4234176262,1488080.0000,1,1,2.0,1127.2,0
533,2526662209,1487200.0000,1,1,2.0,1262.3,0
534,1053938776,1486700.0000,1,1,2.0,1741.8,0
535,167689352,1486180.0000,1,1,2.0,1226.5,0
536,2847367158,1483490.0000,1,1,2.0,1250.2,0
537,1987373210,1482270.0000,1,1,2.0,1358.8,0
538,1577057880,1480910.0000,1,1,2.0,1275.2,0
539,1907574033,1480900.0000,1,1,2.0,1551.1,0
540,4009272480,1480480.0000,1,1,2.0,1132.5,0
541,2941378442,1480080.0000,1,1,2.0,1805.7,0
542,437040711,1479330.0000,1,1,2.0,1609.5,0
543,3703202572,1478400.0000,1,1,2.0,1344.6,0
544,1428986017,1477300.0000,1,1,2.0,1264.8,0
545,2139223139,1476500.0000,1,1,2.0,1646.3,0
546,2963422477,1475950.0000,1,1,2.0,1542.1,0
547,3854281738,1475100.0000,1,1,2.0,1314.2,0
548,4259119523,1474820.0000,1,1,2.0,1140.2,0
549,3040911972,1474050.0000,1,1,2.0,1610.4,0
550,3224397643,1473620.0000,1,1,2.0,1279.0,0
551,1240675082,1473180.0000,1,1,2.0,1217.7,0
552,384502424,1472750.0000,1,1,2.0,1365.9,0
553,416102902,1472320.0000,1,1,2.0,1336.7,0
554,1064911508,1469740.0000,1,1,2.0,1228.4,0
555,2937002530,1468020.0000,1,1,2.0,1351.7,0
556,2285183344,1463780.0000,1,1,2.0,1493.9,0
557,2069288438,1463380.0000,1,1,2.0,1878.1,0
558,2498243440,1462530.0000,1,1,2.0,1298.1,0
559,1792759935,1461570.0000,1,1,2.0,2022.5,0
560,3624446410,1459740.0000,1,1,2.0,1210.1,0
561,3895825982,1459330.0000,1,1,2.0,1148.2,0
562,3065589776,1456080.0000,1,1,2.0,1418.4,0
563,872709665,1453460.0000,1,1,2.0,1738.5,0
564,3377258483,1453310.0000,1,1,2.0,1225.8,0
565,2725458136,1453230.0000,1,1,2.0,1204.2,0
566,3338386275,1452640.0000,1,1,2.0,1268.0,0
567,4004411712,1449250.0000,1,1,2.0,1363.6,0
568,943667000,1448770.0000,1,1,2.0,1582.2,0
569,1910622527,1448480.0000,1,1,2.0,1459.6,0
570,1029626857,1446030.0000,1,1,2.0,1515.6,0
571,10477814,1445710.0000,1,1,2.0,1259.9,0
572,3474341077,1445550.0000,1,1,2.0,1461.0,0
573,3180767273,1445150.0000,1,1,2.0,1317.5,0
574,3712040543,1444260.0000,1,1,2.0,1211.2,0
575,1132835285,1443860.0000,1,1,2.0,1349.5,0
576,1344424552,1442160.0000,1,1,2.0,1435.2,0
577,3015274848,1441700.0000,1,1,2.0,1321.0,0
578,2822538370,1435860.0000,1,1,2.0,1365.5,0
579,3496813065,1433020.0000,1,1,2.0,1147.6,0
580,1132660272,1432880.0000,1,1,2.0,1021.1,0
581,13749604,1432220.0000,1,1,2.0,1556.6,0
582,1164688661,1431170.0000,1,1,2.0,1240.8,0
583,337587465,1430060.0000,1,1,2.0,1256.5,0
584,3508807005,1429070.0000,1,1,2.0,1227.8,0
585,3352495947,1428350.0000,1,1,2.0,1471.5,0
586,3281441567,1426980.0000,1,1,2.0,1217.2,0
587,3276128764,1426800.0000,1,1,2.0,1213.2,0
588,3809008926,1426500.0000,1,1,2.0,1392.4,0
589,846273443,1425310.0000,1,1,2.0,1251.2,0
590,3741160364,1424300.0000,1,1,2.0,1228.6,0
591,2655483066,1424260.0000,1,1,2.0,1675.7,0
592,462965602,1421360.0000,1,1,2.0,1444.2,0
593,4062080934,1421020.0000,1,1,2.0,1473.0,0
594,1984939035,1420910.0000,1,1,2.0,1325.0,0
595,54402749,1420820.0000,1,1,2.0,1258.5,0
596,589341510,1420670.0000,1,1,2.0,1629.4,0
597,4240024843,1417280.0000,1,1,2.0,1569.4,0
598,2193471986,1416320.0000,1,1,2.0,1263.8,0
599,5176445,1415940.0000,1,1,2.0,1836.1,0
600,2277787839,1415550.0000,1,1,2.0,1844.3,0
601,1197797342,1409760.0000,1,1,2.0,1209.1,0
602,2399400493,1409760.0000,1,1,2.0,1144.0,0
603,3156179359,1409090.0000,1,1,2.0,1620.5,0
604,1967837298,1408850.0000,1,1,2.0,1234.0,0
605,20263517,1408510.0000,1,1,2.0,1595.7,0
606,2258119233,1407440.0000,1,1,2.0,1133.4,0
607,1530367414,1407180.0000,1,1,2.0,1102.2,0
608,2831753939,1407180.0000,1,1,2.0,1486.6,0
609,2479163390,1406940.0000,1,1,2.0,1923.1,0
610,1943507349,1405900.0000,1,1,2.0,1225.3,0
611,2403930940,1405650.0000,1,1,2.0,1383.9,0
612,2358990093,1405040.0000,1,1,2.0,1126.1,0
613,21304998,1403650.0000,1,1,2.0,1483.5,0
614,389270426,1400340.0000,1,1,2.0,1423.3,0
615,1591040050,1399140.0000,1,1,2.0,1270.9,0
616,2006916990,1398910.0000,1,1,2.0,1078.7,0
617,1201920033,1397980.0000,1,1,2.0,1223.2,0
618,1867031650,1396700.0000,1,1,2.0,1233.1,0
619,3876067952,1394850.0000,1,1,2.0,1216.4,0
620,3852281295,1394270.0000,1,1,2.0,1437.0,0
621,3590747453,1393440.0000,1,1,2.0,1259.8,0
622,3108552604,1393020.0000,1,1,2.0,1206.8,0
623,3640651232,1391980.0000,1,1,2.0,1244.6,0
624,3196682858,1390620.0000,1,1,2.0,1145.0,0
625,4145214181,1389780.0000,1,1,2.0,1102.0,0
626,3022010472,1389470.0000,1,1,2.0,1506.3,0
627,712028453,1386960.0000,1,1,2.0,1257.0,0
628,2324695438,1383840.0000,1,1,2.0,1470.0,0
629,2268292888,1382260.0000,1,1,2.0,1306.1,0
630,2719648943,1378830.0000,1,1,2.0,1311.5,0
631,942023119,1378000.0000,1,1,2.0,1329.7,0
632,992069954,1376350.0000,1,1,2.0,1194.3,0
633,1169457120,1375200.0000,1,1,2.0,1259.9,0
634,176066839,1373010.0000,1,1,2.0,1311.9,0
635,3972372283,1372990.0000,1,1,2.0,1140.6,0
636,3044759460,1371300.0000,1,1,2.0,1440.0,0
637,686696535,1366240.0000,1,1,2.0,1714.5,0
638,3514834413,1363920.0000,1,1,2.0,1366.7,0
639,4120097770,1363870.0000,1,1,2.0,1497.5,0
640,2605556291,1358350.0000,1,1,2.0,1568.2,0
641,1901715663,1358020.0000,1,1,2.0,1302.5,0
642,2121337083,1354060.0000,1,1,2.0,1201.7,0
643,4194520917,1353100.0000,1,1,2.0,1201.0,0
644,451254440,1352700.0000,1,1,2.0,1220.2,0
645,1594675079,1352590.0000,1,1,2.0,1387.5,0
646,4032395984,1350380.0000,1,1,2.0,1290.3,0
647,2092686301,1348080.0000,1,1,2.0,1489.7,0
648,1426796351,1347420.0000,1,1,2.0,1342.4,0
649,2619968426,1345980.0000,1,1,2.0,1590.2,0
650,3390472061,1345710.0000,1,1,2.0,1479.5,0
651,2854070041,1345010.0000,1,1,2.0,1489.1,0
652,1872814779,1341440.0000,1,1,2.0,1200.8,0
653,1885984471,1338700.0000,1,1,2.0,1427.6,0
654,3444919831,1337860.0000,1,1,2.0,1288.9,0
655,680346805,1336860.0000,1,1,2.0,1269.5,0
656,2625285313,1335330.0000,1,1,2.0,1536.7,0
657,883307956,1334850.0000,1,1,2.0,1264.7,0
658,551581,1333840.0000,1,1,2.0,1408.4,0
659,3448547018,1332740.0000,1,1,2.0,971.6,0
660,4270353393,1332720.0000,1,1,2.0,1308.6,0
661,3686039561,1332140.0000,1,1,2.0,1250.4,0
662,609575304,1329410.0000,1,1,2.0,1236.3,0
663,2631306814,1329090.0000,1,1,2.0,1505.5,0
664,2359110623,1328960.0000,1,1,2.0,1933.1,0
665,1493535197,1324640.0000,1,1,2.0,1435.2,0
666,3819536878,1324320.0000,1,1,2.0,1371.1,0
667,4231352160,1323550.0000,1,1,2.0,1441.8,0
668,2130174353,1323490.0000,1,1,2.0,1214.6,0
669,921814731,1323200.0000,1,1,2.0,1388.6,0
670,2393658239,1322350.0000,1,1,2.0,1246.7,0
671,1357128675,1322210.0000,1,1,2.0,967.9,0
672,517662542,1322130.0000,1,1,2.0,1397.2,0
673,1801627473,1319520.0000,1,1,2.0,1314.9,0
674,3118040285,1318720.0000,1,1,2.0,1249.0,0
675,2705154296,1318350.0000,1,1,2.0,1337.0,0
676,1041991383,1317840.0000,1,1,2.0,1184.6,0
677,706767895,1317060.0000,1,1,2.0,1355.0,0
678,19864306,1317010.0000,1,1,2.0,1032.3,0
679,2974666014,1315620.0000,1,1,2.0,1467.8,0
680,1535529782,1314990.0000,1,1,2.0,1340.2,0
681,2214538730,1313820.0000,1,1,2.0,1236.7,0
682,1187320415,1313410.0000,1,1,2.0,1380.8,0
683,2322237061,1313280.0000,1,1,2.0,1611.6,0
684,3992635240,1306750.0000,1,1,2.0,1395.6,0
685,562580883,1306380.0000,1,1,2.0,1321.2,0
686,3149744153,1305970.0000,1,1,2.0,1294.6,0
687,1906065696,1305820.0000,1,1,2.0,1185.8,0
688,3818790063,1304540.0000,1,1,2.0,1297.8,0
689,3739657622,1304400.0000,1,1,2.0,1540.7,0
690,3554838262,1304100.0000,1,1,2.0,1438.2,0
691,506779827,1302290.0000,1,1,2.0,949.0,0
692,725862721,1302130.0000,1,1,2.0,1590.2,0
693,670725089,1301280.0000,1,1,2.0,1322.0,0
694,431116712,1299740.0000,1,1,2.0,1142.8,0
695,4074336242,1298880.0000,1,1,2.0,1215.4,0
696,1598924982,1295700.0000,1,1,2.0,1522.2,0
697,549177672,1295230.0000,1,1,2.0,1523.4,0
698,1469226625,1292690.0000,1,1,2.0,1268.4,0
699,2605355805,1292640.0000,1,1,2.0,1270.0,0
700,3547677472,1291840.0000,1,1,2.0,1256.1,0
701,3466906727,1290270.0000,1,1,2.0,1008.2,0
702,1608036713,1289550.0000,1,1,2.0,1173.5,0
703,2619844823,1286460.0000,1,1,2.0,1225.6,0
704,3404534404,1284940.0000,1,1,2.0,1325.5,0
705,2332992894,1284700.0000,1,1,2.0,1388.1,0
706,543249719,1284110.0000,1,1,2.0,1512.8,0
707,3479635584,1283170.0000,1,1,2.0,1610.0,0
708,2425251047,1278100.0000,1,1,2.0,1323.5,0
709,1192186362,1277630.0000,1,1,2.0,1196.2,0
710,242992994,1276700.0000,1,1,2.0,1429.3,0
711,3902702778,1276350.0000,1,1,2.0,1142.9,0
712,3070707835,1275340.0000,1,1,2.0,1199.7,0
713,1681597736,1275310.0000,1,1,2.0,1082.7,0
714,3466887849,1274880.0000,1,1,2.0,1239.7,0
715,3723741518,1274260.0000,1,1,2.0,1145.4,0
716,4078503757,1273330.0000,1,1,2.0,1562.8,0
717,1690882215,1272640.0000,1,1,2.0,1414.3,0
718,1331233078,1271340.0000,1,1,2.0,1304.1,0
719,163706146,1268210.0000,1,1,2.0,1751.8,0
720,3639606553,1267220.0000,1,1,2.0,1169.2,0
721,3971067134,1267180.0000,1,1,2.0,1237.5,0
722,2485992626,1266370.0000,1,1,2.0,1330.5,0
723,906765237,1266290.0000,1,1,2.0,1236.0,0
724,2631717681,1264610.0000,1,1,2.0,1155.1,0
725,561291445,1264370.0000,1,1,2.0,1237.5,0
726,173315552,1264220.0000,1,1,2.0,1559.9,0
727,2006926030,1261230.0000,1,1,2.0,960.5,0
728,1865940336,1259520.0000,1,1,2.0,1334.4,0
729,2101602767,1258800.0000,1,1,2.0,1471.5,0
730,2347119518,1257100.0000,1,1,2.0,1240.1,0
731,4279807635,1256900.0000,1,1,2.0,1450.2,0
732,647342209,1256030.0000,1,1,2.0,1418.9,0
733,234826666,1254240.0000,1,1,2.0,1186.9,0
734,1011193147,1253540.0000,1,1,2.0,985.0,0
735,4270803389,1252960.0000,1,1,2.0,1296.0,0
736,711409315,1252940.0000,1,1,2.0,1684.7,0
737,3405913390,1250720.0000,1,1,2.0,1300.9,0
738,2057159455,1249360.0000,1,1,2.0,1240.4,0
739,970668373,1248780.0000,1,1,2.0,1327.8,0
740,499781063,1248210.0000,1,1,2.0,1225.9,0
741,1345476435,1248030.0000,1,1,2.0,1251.5,0
742,54661104,1247380.0000,1,1,2.0,1489.6,0
743,2774020024,1244670.0000,1,1,2.0,1384.3,0
744,3196277990,1241200.0000,1,1,2.0,1323.2,0
745,3494248213,1239790.0000,1,1,2.0,1334.0,0
746,2995596400,1237170.0000,1,1,2.0,918.0,0
747,2389260929,1237070.0000,1,1,2.0,1375.8,0
748,4001568628,1235340.0000,1,1,2.0,1559.0,0
749,205294994,1234690.0000,1,1,2.0,1388.2,0
750,3102875356,1232640.0000,1,1,2.0,1308.6,0
751,532419755,1231740.0000,1,1,2.0,1336.4,0
752,4128694587,1231250.0000,1,1,2.0,1215.6,0
753,2244833451,1229920.0000,1,1,2.0,1241.7,0
754,2237189515,1229650.0000,1,1,2.0,1315.3,0
755,1044886933,1228880.0000,1,1,2.0,1156.6,0
756,4077111765,1228670.0000,1,1,2.0,1296.2,0
757,3378390278,1228370.0000,1,1,2.0,1115.2,0
758,2960832136,1227630.0000,1,1,2.0,1153.3,0
759,3167040555,1224820.0000,1,1,2.0,1142.0,0
760,682213050,1224510.0000,1,1,2.0,1042.9,0
761,3332011133,1224320.0000,1,1,2.0,1357.4,0
762,1729043444,1224060.0000,1,1,2.0,1451.1,0
763,3072627719,1223680.0000,1,1,2.0,1373.5,0
764,2331681856,1219870.0000,1,1,2.0,924.9,0
765,3559588055,1219780.0000,1,1,2.0,1606.5,0
766,1381954491,1219580.0000,1,1,2.0,907.1,0
767,464976319,1217760.0000,1,1,2.0,1112.1,0
768,4097101501,1216580.0000,1,1,2.0,1198.7,0
769,2436973351,1216260.0000,1,1,2.0,1391.6,0
770,337000044,1215340.0000,1,1,2.0,1261.1,0
771,1093654105,1214930.0000,1,1,2.0,1035.3,0
772,738150934,1213660.0000,1,1,2.0,1413.8,0
773,2229676611,1212670.0000,1,1,2.0,1272.5,0
774,3304726019,1212020.0000,1,1,2.0,1109.8,0
775,2836918460,1208110.0000,1,1,2.0,983.7,0
776,709740781,1205740.0000,1,1,2.0,1279.9,0
777,283791620,1205280.0000,1,1,2.0,1150.5,0
778,3799059606,1201310.0000,1,1,2.0,1181.9,0
779,1652157597,1201220.0000,1,1,2.0,1203.1,0
780,4242723275,1201090.0000,1,1,2.0,984.5,0
781,2357168315,1200660.0000,1,1,2.0,1020.0,0
782,2916092606,1197630.0000,1,1,2.0,1280.2,0
783,186104544,1197150.0000,1,1,2.0,1240.0,0
784,1018848637,1195980.0000,1,1,2.0,1332.4,0
785,3699751286,1193390.0000,1,1,2.0,1168.9,0
786,4197245999,1192320.0000,1,1,2.0,1284.1,0
787,558632404,1192190.0000,1,1,2.0,1686.9,0
788,4203670946,1190800.0000,1,1,2.0,1244.9,0
789,3070555217,1190260.0000,1,1,2.0,1402.1,0
790,3163265974,1189140.0000,1,1,2.0,1225.0,0
791,1781386293,1188210.0000,1,1,2.0,1093.0,0
792,2947806493,1187980.0000,1,1,2.0,1113.4,0
793,3692056068,1186720.0000,1,1,2.0,1190.0,0
794,2197792548,1184770.0000,1,1,2.0,1305.5,0
795,3436776252,1183730.0000,1,1,2.0,1079.1,0
796,888123999,1182370.0000,1,1,2.0,1166.4,0
797,528556801,1181650.0000,1,1,2.0,1033.2,0
798,795699030,1180380.0000,1,1,2.0,1325.4,0
799,2448885738,1179860.0000,1,1,2.0,1210.1,0
800,1180320685,1179230.0000,1,1,2.0,1066.2,0
801,2374013724,1178640.0000,1,1,2.0,1230.6,0
802,2949147170,1178030.0000,1,1,2.0,1418.4,0
803,163540505,1177940.0000,1,1,2.0,928.7,0
804,2209626371,1177680.0000,1,1,2.0,972.4,0
805,2711006182,1177460.0000,1,1,2.0,1388.2,0
806,712983399,1175810.0000,1,1,2.0,1270.1,0
807,1828400607,1175150.0000,1,1,2.0,1029.3,0
808,1660837976,1174350.0000,1,1,2.0,1180.8,0
809,4148542010,1172860.0000,1,1,2.0,1384.8,0
810,624014295,1172580.0000,1,1,2.0,1732.5,0
811,3055939685,1172140.0000,1,1,2.0,1034.8,0
812,968328500,1171810.0000,1,1,2.0,1284.4,0
813,2836151263,1171810.0000,1,1,2.0,1156.3,0
814,2428292815,1171120.0000,1,1,2.0,1346.9,0
815,1851135814,1170110.0000,1,1,2.0,1077.9,0
816,63508653,1169630.0000,1,1,2.0,1208.6,0
817,3266616723,1168740.0000,1,1,2.0,1250.4,0
818,1980109492,1168380.0000,1,1,2.0,987.1,0
819,2473846029,1167700.0000,1,1,2.0,1124.8,0
820,4195752947,1166860.0000,1,1,2.0,1206.0,0
821,3751806774,1166400.0000,1,1,2.0,1406.6,0
822,926946143,1164740.0000,1,1,2.0,963.0,0
823,3326988710,1163260.0000,1,1,2.0,1313.0,0
824,4014647384,1162350.0000,1,1,2.0,1508.7,0
825,94442552,1162100.0000,1,1,2.0,1395.8,0
826,4242480482,1161980.0000,1,1,2.0,1095.2,0
827,2338372136,1161760.0000,1,1,2.0,886.0,0
828,1430791562,1161490.0000,1,1,2.0,960.1,0
829,1744094928,1161340.0000,1,1,2.0,1075.2,0
830,2575077230,1160640.0000,1,1,2.0,1093.0,0
831,663783690,1160540.0000,1,1,2.0,1449.3,0
832,769778518,1159970.0000,1,1,2.0,1261.4,0
833,2719648165,1159920.0000,1,1,2.0,1245.9,0
834,1936546022,1159170.0000,1,1,2.0,931.3,0
835,3830780706,1158320.0000,1,1,2.0,1120.3,0
836,558329558,1158270.0000,1,1,2.0,901.5,0
837,925321026,1157550.0000,1,1,2.0,1123.5,0
838,3999913667,1157410.0000,1,1,2.0,1051.1,0
839,2472359608,1156820.0000,1,1,2.0,1107.7,0
840,1600874921,1156050.0000,1,1,2.0,1148.8,0
841,2262361975,1155650.0000,1,1,2.0,1045.8,0
842,1506771383,1154980.0000,1,1,2.0,1436.9,0
843,3929222328,1153580.0000,1,1,2.0,1291.3,0
844,4134693171,1152660.0000,1,1,2.0,1121.3,0
845,3371954589,1152320.0000,1,1,2.0,953.3,0
846,3190964044,1151020.0000,1,1,2.0,1034.6,0
847,2786397947,1149520.0000,1,1,2.0,1288.6,0
848,1708310128,1149310.0000,1,1,2.0,1046.9,0
849,1223313007,1147940.0000,1,1,2.0,1299.6,0
850,3321625382,1147420.0000,1,1,2.0,1263.1,0
851,767118227,1147120.0000,1,1,2.0,1095.1,0
852,3641013713,1146370.0000,1,1,2.0,1328.1,0
853,3631551139,1146290.0000,1,1,2.0,1392.1,0
854,3561747678,1145860.0000,1,1,2.0,1132.1,0
855,2964467297,1145520.0000,1,1,2.0,941.0,0
856,1784122146,1143650.0000,1,1,2.0,978.9,0
857,2580750729,1142400.0000,1,1,2.0,1137.6,0
858,2812572501,1142300.0000,1,1,2.0,934.5,0
859,193087544,1142020.0000,1,1,2.0,1379.1,0
860,3517516415,1141200.0000,1,1,2.0,1062.1,0
861,2981731630,1140240.0000,1,1,2.0,1083.0,0
862,182503407,1140180.0000,1,1,2.0,1243.4,0
863,3479642019,1139950.0000,1,1,2.0,1459.9,0
864,3255196598,1139260.0000,1,1,2.0,1208.3,0
865,3637927887,1138990.0000,1,1,2.0,1243.5,0
866,77416780,1138850.0000,1,1,2.0,1050.5,0
867,4239304750,1138480.0000,1,1,2.0,1072.7,0
868,2793797663,1137360.0000,1,1,2.0,1336.3,0
869,1958171470,1137280.0000,1,1,2.0,951.2,0
870,2027793239,1135900.0000,1,1,2.0,811.1,0
871,461997739,1134980.0000,1,1,2.0,1055.0,0
872,1884019841,1133680.0000,1,1,2.0,1085.7,0
873,3893422809,1133330.0000,1,1,2.0,930.7,0
874,2591123839,1132540.0000,1,1,2.0,989.4,0
875,2521858009,1130420.0000,1,1,2.0,1215.2,0
876,2874470479,1129970.0000,1,1,2.0,1500.4,0
877,1507563486,1129650.0000,1,1,2.0,1138.4,0
878,2985224418,1129540.0000,1,1,2.0,1019.8,0
879,2204619307,1128590.0000,1,1,2.0,1617.6,0
880,4279502319,1128240.0000,1,1,2.0,1077.6,0
881,1660780355,1127950.0000,1,1,2.0,1001.8,0
882,3079164429,1127420.0000,1,1,2.0,1277.3,0
883,4122670552,1127380.0000,1,1,2.0,830.7,0
884,630417750,1127170.0000,1,1,2.0,1253.0,0
885,2936064220,1126430.0000,1,1,2.0,908.8,0
886,2625455253,1125660.0000,1,1,2.0,1000.5,0
887,2231091251,1124500.0000,1,1,2.0,1236.1,0
888,3266893445,1121860.0000,1,1,2.0,1083.6,0
889,3538411481,1121760.0000,1,1,2.0,1129.0,0
890,637100902,1121260.0000,1,1,2.0,1210.6,0
891,3989093942,1121100.0000,1,1,2.0,933.7,0
892,2911247469,1120660.0000,1,1,2.0,1306.1,0
893,1321348908,1120140.0000,1,1,2.0,880.2,0
894,1427675570,1119780.0000,1,1,2.0,1011.3,0
895,2001793389,1118720.0000,1,1,2.0,936.0,0
896,1730572488,1118050.0000,1,1,2.0,1175.0,0
897,593010370,1117380.0000,1,1,2.0,1383.9,0
898,3028624137,1117300.0000,1,1,2.0,924.6,0
899,1362648634,1117230.0000,1,1,2.0,1105.5,0
900,3782234078,1116580.0000,1,1,2.0,1045.1,0
901,246503868,1113980.0000,1,1,2.0,1284.9,0
902,2641538315,1113680.0000,1,1,2.0,1136.4,0
903,848290702,1112460.0000,1,1,2.0,969.0,0
904,1078007317,1112050.0000,1,1,2.0,1412.6,0
905,3410237250,1111200.0000,1,1,2.0,1223.2,0
906,3350656978,1110930.0000,1,1,2.0,1260.1,0
907,3770155176,1110510.0000,1,1,2.0,1826.0,0
908,384448570,1110210.0000,1,1,2.0,1067.9,0
909,1953664647,1109870.0000,1,1,2.0,1519.1,0
910,1737459087,1109470.0000,1,1,2.0,1020.0,0
911,108763359,1109090.0000,1,1,2.0,979.4,0
912,2461700552,1108080.0000,1,1,2.0,1817.4,0
913,2164357302,1107860.0000,1,1,2.0,1062.7,0
914,3482650886,1107440.0000,1,1,2.0,1176.7,0
915,2023842605,1107150.0000,1,1,2.0,976.9,0
916,35849398,1106860.0000,1,1,2.0,1294.3,0
917,961722901,1105940.0000,1,1,2.0,1172.1,0
918,3941992757,1104610.0000,1,1,2.0,1118.3,0
919,3262110511,1104220.0000,1,1,2.0,1236.1,0
920,2766878671,1103460.0000,1,1,2.0,1316.2,0
921,1598389744,1103440.0000,1,1,2.0,1582.4,0
922,734901902,1101620.0000,1,1,2.0,1048.4,0
923,3476798874,1101330.0000,1,1,2.0,1229.8,0
924,1474950305,1099870.0000,1,1,2.0,994.6,0
925,1977933171,1097250.0000,1,1,2.0,1401.2,0
926,3376430266,1097170.0000,1,1,2.0,1004.1,0
927,2322672256,1096990.0000,1,1,2.0,1121.1,0
928,3085402135,1096500.0000,1,1,2.0,1352.0,0
929,646580031,1096400.0000,1,1,2.0,1209.3,0
930,283663685,1096140.0000,1,1,2.0,961.9,0
931,3543773684,1095980.0000,1,1,2.0,969.6,0
932,751675484,1094610.0000,1,1,2.0,1025.8,0
933,2686627742,1094610.0000,1,1,2.0,1127.9,0
934,196165256,1094590.0000,1,1,2.0,1127.2,0
935,2810088960,1093440.0000,1,1,2.0,850.3,0
936,1167526896,1093360.0000,1,1,2.0,1164.6,0
937,452560143,1093040.0000,1,1,2.0,1110.3,0
938,459730235,1092320.0000,1,1,2.0,1057.5,0
939,962597239,1092140.0000,1,1,2.0,1072.7,0
940,3572895242,1092030.0000,1,1,2.0,843.8,0
941,2699536200,1090300.0000,1,1,2.0,1068.6,0
942,599264229,1088340.0000,1,1,2.0,1429.9,0
943,3512015779,1088240.0000,1,1,2.0,1188.0,0
944,410687938,1088210.0000,1,1,2.0,990.6,0
945,1981573163,1088140.0000,1,1,2.0,1399.6,0
946,2868976700,1087700.0000,1,1,2.0,1042.2,0
947,3866094275,1087470.0000,1,1,2.0,1280.5,0
948,483039103,1085740.0000,1,1,2.0,1128.3,0
949,3082999813,1085740.0000,1,1,2.0,1138.7,0
950,3750045056,1085390.0000,1,1,2.0,850.5,0
951,3657525343,1084910.0000,1,1,2.0,880.8,0
952,2164560325,1084270.0000,1,1,2.0,1088.0,0
953,3738174810,1084220.0000,1,1,2.0,1092.0,0
954,2161601998,1084020.0000,1,1,2.0,1018.6,0
955,2838068745,1084000.0000,1,1,2.0,1242.1,0
956,4229047112,1083790.0000,1,1,2.0,979.9,0
957,1203845221,1083460.0000,1,1,2.0,881.7,0
958,896321301,1083140.0000,1,1,2.0,1200.2,0
959,1944843973,1083020.0000,1,1,2.0,1150.2,0
960,2105072774,1082850.0000,1,1,2.0,972.0,0
961,4203136621,1082060.0000,1,1,2.0,1084.1,0
962,2660982807,1081020.0000,1,1,2.0,1291.3,0
963,3712539778,1080830.0000,1,1,2.0,1005.0,0
964,3506631191,1080670.0000,1,1,2.0,1171.7,0
965,3163261274,1080480.0000,1,1,2.0,1091.5,0
966,2562102339,1079200.0000,1,1,2.0,937.8,0
967,1018261962,1079120.0000,1,1,2.0,1297.6,0
968,3931510750,1077820.0000,1,1,2.0,867.7,0
969,2702974891,1077260.0000,1,1,2.0,1208.0,0
